Date,HomeTeam,AwayTeam,liga,TOT_SHOTS_pred,TOT_SHOTS_sigma,TOT_SHOTS_avg2y,TOT_SHOTS_P_over_8.5,TOT_SHOTS_P_over_9.5,TOT_SHOTS_P_over_10.5,H_SHOTS_pred,H_SHOTS_sigma,H_SHOTS_avg2y,H_SHOTS_P_over_4.5,H_SHOTS_P_over_5.5,H_SHOTS_P_over_6.5,A_SHOTS_pred,A_SHOTS_sigma,A_SHOTS_avg2y,A_SHOTS_P_over_3.5,A_SHOTS_P_over_4.5,A_SHOTS_P_over_5.5,TOT_SHOTS_P_over_7.5,H_SHOTS_P_over_3.5,A_SHOTS_P_over_2.5,TOT_SHOTS_P_over_6.5,TOT_SHOTS_P_over_11.5,A_SHOTS_P_over_6.5
2026-05-02,Oldham,Accrington,England/League_Two,8.27,2.954,7.87,0.469,0.339,,4.93,2.277,4.23,0.576,0.402,,3.21,2.066,3.64,0.443,0.266,,0.603,0.736,0.634,,,
2026-05-02,Swindon,Chesterfield,England/League_Two,7.7,2.954,7.87,0.393,0.271,,3.75,2.277,4.23,0.372,0.222,,3.57,2.066,3.64,0.513,0.326,,0.527,0.544,0.697,,,
2026-05-02,Tranmere,Grimsby,England/League_Two,8.02,2.954,7.87,0.435,0.308,,3.92,2.277,4.23,0.4,0.244,,4.13,2.066,3.64,0.619,0.429,,0.57,0.573,0.785,,,
2026-05-02,Arsenal,Fulham,England/Premier_League,8.46,2.876,8.33,0.494,0.359,,5.59,2.071,4.43,0.701,0.517,,2.95,2.047,3.9,0.394,0.225,0.107,0.631,0.844,,,,
2026-05-02,Bournemouth,Crystal Palace,England/Premier_League,8.49,2.876,8.33,0.499,0.363,,4.67,2.071,4.43,0.533,0.345,,3.51,2.047,3.9,0.503,0.315,0.166,0.635,0.715,,,,
2026-05-02,Brentford,West Ham,England/Premier_League,8.23,2.876,8.33,0.462,0.329,,4.36,2.071,4.43,0.474,0.292,,3.19,2.047,3.9,0.439,0.26,0.129,0.6,0.662,,,,
2026-05-02,Newcastle,Brighton,England/Premier_League,9.63,2.876,8.33,0.652,0.517,,4.95,2.071,4.43,0.586,0.395,,4.44,2.047,3.9,0.678,0.489,0.303,0.77,0.758,,,,
2026-05-02,Wolves,Sunderland,England/Premier_League,8.39,2.876,8.33,0.484,0.349,,4.36,2.071,4.43,0.473,0.291,,4.09,2.047,3.9,0.613,0.42,0.245,0.621,0.661,,,,
2026-05-02,Metz,Monaco,France/Ligue_1,8.54,3.15,8.49,0.505,0.38,,3.9,2.307,4.68,0.397,0.244,,5.46,2.198,3.81,0.814,0.669,0.493,0.629,0.569,,,,
2026-05-02,Nice,Lens,France/Ligue_1,9.03,3.15,8.49,0.567,0.441,,4.15,2.307,4.68,0.44,0.279,,4.92,2.198,3.81,0.741,0.576,0.397,0.687,0.611,,,,
2026-05-02,Paris SG,Lorient,France/Ligue_1,9.53,3.15,8.49,0.628,0.504,,7.04,2.307,4.68,0.865,0.748,,2.91,2.198,3.81,0.393,0.234,0.119,0.74,0.938,,,,
2026-05-02,Amiens,Red Star,France/Ligue_2,7.73,3.087,7.74,0.402,,,4.04,2.295,4.07,0.421,0.263,,4.21,2.0,3.66,0.639,0.442,,0.53,0.593,0.804,0.655,,
2026-05-02,Boulogne,Annecy,France/Ligue_2,7.79,3.087,7.74,0.409,,,4.15,2.295,4.07,0.439,0.278,,3.42,2.0,3.66,0.485,0.295,,0.537,0.611,0.678,0.662,,
2026-05-02,Dunkerque,Grenoble,France/Ligue_2,7.53,3.087,7.74,0.376,,,4.19,2.295,4.07,0.447,0.284,,3.52,2.0,3.66,0.503,0.311,,0.504,0.618,0.694,0.63,,
2026-05-02,Guingamp,Bastia,France/Ligue_2,7.96,3.087,7.74,0.43,,,4.77,2.295,4.07,0.547,0.376,,3.58,2.0,3.66,0.515,0.322,,0.559,0.71,0.705,0.681,,
2026-05-02,Le Mans,Reims,France/Ligue_2,8.0,3.087,7.74,0.435,,,4.1,2.295,4.07,0.431,0.271,,4.13,2.0,3.66,0.624,0.427,,0.564,0.603,0.793,0.686,,
2026-05-02,Montpellier,Clermont,France/Ligue_2,8.29,3.087,7.74,0.473,,,4.53,2.295,4.07,0.505,0.336,,3.38,2.0,3.66,0.476,0.287,,0.601,0.673,0.67,0.719,,
2026-05-02,Pau FC,Nancy,France/Ligue_2,7.77,3.087,7.74,0.406,,,5.04,2.295,4.07,0.593,0.421,,3.12,2.0,3.66,0.425,0.246,,0.535,0.749,0.623,0.659,,
2026-05-02,Rodez,St Etienne,France/Ligue_2,7.9,3.087,7.74,0.423,,,4.01,2.295,4.07,0.415,0.258,,4.27,2.0,3.66,0.651,0.455,,0.551,0.588,0.813,0.675,,
2026-05-02,Troyes,Laval,France/Ligue_2,8.19,3.087,7.74,0.46,,,5.57,2.295,4.07,0.679,0.511,,3.34,2.0,3.66,0.468,0.28,,0.589,0.816,0.662,0.708,,
2026-05-02,Bayern Munich,Heidenheim,Germany/Bundesliga_1,11.53,3.167,9.35,0.83,0.739,0.627,8.5,2.411,5.25,0.952,0.894,0.797,3.06,2.156,4.1,0.42,0.252,0.129,,,,,,
2026-05-02,Ein Frankfurt,Hamburg,Germany/Bundesliga_1,9.58,3.167,9.35,0.634,0.511,0.386,5.51,2.411,5.25,0.663,0.502,0.341,3.63,2.156,4.1,0.524,0.343,0.193,,,,,,
2026-05-02,Hoffenheim,Stuttgart,Germany/Bundesliga_1,9.78,3.167,9.35,0.657,0.536,0.41,4.96,2.411,5.25,0.576,0.412,0.262,4.67,2.156,4.1,0.707,0.532,0.35,,,,,,
2026-05-02,Leverkusen,RB Leipzig,Germany/Bundesliga_1,10.32,3.167,9.35,0.718,0.603,0.478,5.8,2.411,5.25,0.705,0.549,0.386,4.13,2.156,4.1,0.615,0.432,0.262,,,,,,
2026-05-02,Union Berlin,FC Koln,Germany/Bundesliga_1,9.06,3.167,9.35,0.57,0.444,0.324,5.04,2.411,5.25,0.589,0.425,0.273,4.34,2.156,4.1,0.652,0.471,0.295,,,,,,
2026-05-02,Werder Bremen,Augsburg,Germany/Bundesliga_1,9.58,3.167,9.35,0.634,0.51,0.386,4.78,2.411,5.25,0.546,0.382,0.238,4.67,2.156,4.1,0.706,0.531,0.349,,,,,,
2026-05-02,Bielefeld,Bochum,Germany/Bundesliga_2,11.04,3.142,9.13,0.79,0.687,0.568,5.21,2.39,4.97,0.617,0.452,0.295,4.7,2.328,4.15,0.696,0.534,0.365,,,,,,
2026-05-02,Dresden,Kaiserslautern,Germany/Bundesliga_2,9.63,3.142,9.13,0.64,0.516,0.391,3.79,2.39,4.97,0.383,0.237,0.129,4.52,2.328,4.15,0.669,0.503,0.337,,,,,,
2026-05-02,Holstein Kiel,Braunschweig,Germany/Bundesliga_2,8.95,3.142,9.13,0.557,0.43,0.311,4.66,2.39,4.97,0.526,0.362,0.22,4.21,2.328,4.15,0.619,0.45,0.289,,,,,,
2026-05-02,Schalke 04,Fortuna Dusseldorf,Germany/Bundesliga_2,9.88,3.142,9.13,0.67,0.548,0.422,6.25,2.39,4.97,0.768,0.623,0.458,4.33,2.328,4.15,0.639,0.47,0.307,,,,,,
2026-05-02,Asteras Tripolis,Atromitos,Greece/Super_League,7.95,2.833,7.79,0.422,0.292,,4.07,2.446,4.19,0.43,0.279,,3.39,1.962,3.6,0.477,0.285,,0.562,0.592,0.675,,,
2026-05-02,Panetolikos,Kifisia,Greece/Super_League,8.29,2.833,7.79,0.47,0.335,,3.77,2.446,4.19,0.383,0.24,,3.63,1.962,3.6,0.526,0.329,,0.61,0.544,0.718,,,
2026-05-02,Panserraikos,AEL,Greece/Super_League,8.44,2.833,7.79,0.491,0.354,,3.8,2.446,4.19,0.387,0.244,,3.47,1.962,3.6,0.493,0.299,,0.63,0.549,0.689,,,
2026-05-02,Ajax,PSV,Netherlands/Eredivisie,9.73,3.294,10.44,,0.528,0.407,6.63,2.471,5.59,0.806,0.677,0.522,3.25,2.628,4.85,,0.317,0.196,,,,,0.295,0.108
2026-05-02,Groningen,Excelsior,Netherlands/Eredivisie,9.79,3.294,10.44,,0.536,0.415,6.3,2.471,5.59,0.767,0.627,0.468,3.76,2.628,4.85,,0.389,0.254,,,,,0.302,0.148
2026-05-02,NEC,Telstar,Netherlands/Eredivisie,9.77,3.294,10.44,,0.533,0.413,5.52,2.471,5.59,0.66,0.503,0.346,4.34,2.628,4.85,,0.476,0.33,,,,,0.3,0.206
2026-05-02,Nijmegen,Telstar,Netherlands/Eredivisie,9.73,3.294,10.44,,0.528,0.407,6.36,2.471,5.59,0.774,0.635,0.477,3.48,2.628,4.85,,0.348,0.221,,,,,0.295,0.125
2026-05-02,Utrecht,NAC,Netherlands/Eredivisie,9.75,3.294,10.44,,0.53,0.409,5.77,2.471,5.59,0.697,0.544,0.384,3.68,2.628,4.85,,0.378,0.245,,,,,0.297,0.142
2026-05-02,Utrecht,NAC Breda,Netherlands/Eredivisie,9.8,3.294,10.44,,0.536,0.416,6.55,2.471,5.59,0.796,0.664,0.508,3.43,2.628,4.85,,0.342,0.215,,,,,0.303,0.121
2026-05-02,Arouca,Santa Clara,Portugal/Primeira_Liga,7.78,2.819,8.33,0.4,0.271,,4.51,2.159,4.39,0.502,0.323,,3.51,2.039,3.94,0.502,0.314,0.165,0.54,0.68,,,,
2026-05-02,Casa Pia,Tondela,Portugal/Primeira_Liga,8.05,2.819,8.33,0.437,0.304,,4.58,2.159,4.39,0.514,0.334,,3.73,2.039,3.94,0.544,0.352,0.192,0.578,0.691,,,,
2026-05-02,Famalicao,Benfica,Portugal/Primeira_Liga,8.13,2.819,8.33,0.448,0.313,,3.52,2.159,4.39,0.325,0.18,,5.04,2.039,3.94,0.775,0.604,0.411,0.588,0.504,,,,
2026-05-02,Moreirense,Estrela,Portugal/Primeira_Liga,8.37,2.819,8.33,0.482,0.345,,4.21,2.159,4.39,0.447,0.276,,3.99,2.039,3.94,0.595,0.402,0.23,0.622,0.63,,,,
2026-05-02,Nacional,AVS,Portugal/Primeira_Liga,7.8,2.819,8.33,0.402,0.273,,4.45,2.159,4.39,0.491,0.314,,3.37,2.039,3.94,0.475,0.29,0.148,0.543,0.671,,,,
2026-05-02,Porto,Alverca,Portugal/Primeira_Liga,8.48,2.819,8.33,0.497,0.358,,5.99,2.159,4.39,0.756,0.59,,2.43,2.039,3.94,0.3,0.155,0.066,0.636,0.876,,,,
2026-05-02,Rio Ave,Gil Vicente,Portugal/Primeira_Liga,7.9,2.819,8.33,0.415,0.285,,4.22,2.159,4.39,0.448,0.277,,3.68,2.039,3.94,0.534,0.343,0.185,0.556,0.631,,,,
2026-05-02,Sp Lisbon,Vitoria SC,Portugal/Primeira_Liga,8.93,2.819,8.33,0.56,0.419,,7.33,2.159,4.39,0.905,0.801,,2.81,2.039,3.94,0.368,0.204,0.094,0.693,0.962,,,,
2026-05-02,Sporting Braga,Estoril,Portugal/Primeira_Liga,8.12,2.819,8.33,0.447,0.312,,3.85,2.159,4.39,0.383,0.223,,3.78,2.039,3.94,0.554,0.362,0.199,0.587,0.565,,,,
2026-05-02,Alloa,Queen of Sth,Scotland/League_One,8.82,3.114,8.58,0.541,0.414,,4.47,2.454,4.67,0.496,0.338,,4.1,2.323,3.92,0.602,0.432,0.273,0.664,0.654,,,,
2026-05-02,Cove Rangers,East Fife,Scotland/League_One,8.83,3.114,8.58,0.542,0.414,,4.83,2.454,4.67,0.554,0.393,,3.94,2.323,3.92,0.575,0.405,0.251,0.665,0.707,,,,
2026-05-02,Inverness C,Hamilton,Scotland/League_One,8.85,3.114,8.58,0.544,0.417,,5.91,2.454,4.67,0.717,0.566,,3.47,2.323,3.92,0.495,0.329,0.191,0.667,0.837,,,,
2026-05-02,Montrose,Stenhousemuir,Scotland/League_One,8.69,3.114,8.58,0.524,0.397,,4.19,2.454,4.67,0.45,0.297,,4.67,2.323,3.92,0.693,0.529,0.36,0.649,0.611,,,,
2026-05-02,Peterhead,Kelty Hearts,Scotland/League_One,8.79,3.114,8.58,0.538,0.41,,3.8,2.454,4.67,0.388,0.244,,4.12,2.323,3.92,0.605,0.435,0.276,0.661,0.549,,,,
2026-05-02,Annan Athletic,Forfar,Scotland/League_Two,7.79,2.948,8.7,0.405,0.281,,3.87,2.088,4.48,0.382,0.218,,4.53,2.329,4.22,0.671,0.506,0.339,0.539,0.571,,,,
2026-05-02,East Kilbride,Clyde,Scotland/League_Two,8.22,2.948,8.7,0.462,0.332,,3.75,2.088,4.48,0.359,0.201,,3.57,2.329,4.22,0.512,0.345,0.204,0.597,0.547,,,,
2026-05-02,Edinburgh City,Dumbarton,Scotland/League_Two,8.59,2.948,8.7,0.512,0.379,,4.11,2.088,4.48,0.427,0.253,,4.27,2.329,4.22,0.629,0.46,0.298,0.644,0.615,,,,
2026-05-02,Elgin,Stranraer,Scotland/League_Two,8.16,2.948,8.7,0.455,0.325,,3.84,2.088,4.48,0.377,0.214,,4.0,2.329,4.22,0.584,0.414,0.259,0.589,0.565,,,,
2026-05-02,Stirling,Spartans,Scotland/League_Two,8.76,2.948,8.7,0.535,0.401,,3.46,2.088,4.48,0.308,0.164,,5.62,2.329,4.22,0.819,0.685,0.521,0.666,0.491,,,,
2026-05-02,Dundee,St Mirren,Scotland/Premiership,8.92,3.102,8.75,0.554,0.426,0.306,4.62,2.254,4.94,0.521,0.348,0.202,3.83,2.248,3.81,0.559,0.383,0.229,,,,,,
2026-05-02,Falkirk,Motherwell,Scotland/Premiership,8.75,3.102,8.75,0.532,0.404,0.286,4.61,2.254,4.94,0.519,0.346,0.2,3.95,2.248,3.81,0.579,0.403,0.245,,,,,,
2026-05-02,Kilmarnock,Dundee United,Scotland/Premiership,8.67,3.102,8.75,0.522,0.394,0.278,4.2,2.254,4.94,0.446,0.282,0.153,4.19,2.248,3.81,0.621,0.446,0.28,,,,,,
2026-05-02,Alaves,Ath Bilbao,Spain/La_Liga,8.04,2.833,8.7,0.436,0.304,,4.53,2.082,4.88,0.505,0.32,0.171,3.9,2.061,3.83,0.577,0.386,0.219,0.576,,,,,
2026-05-02,Osasuna,Barcelona,Spain/La_Liga,9.74,2.833,8.7,0.669,0.533,,3.96,2.082,4.88,0.398,0.23,0.112,5.7,2.061,3.83,0.857,0.719,0.538,0.785,,,,,
2026-05-02,Valencia,Ath Madrid,Spain/La_Liga,8.26,2.833,8.7,0.466,0.33,,4.22,2.082,4.88,0.447,0.27,0.137,3.86,2.061,3.83,0.57,0.379,0.214,0.605,,,,,
2026-05-02,Villarreal,Levante,Spain/La_Liga,8.81,2.833,8.7,0.544,0.404,,6.3,2.082,4.88,0.806,0.65,0.462,2.94,2.061,3.83,0.392,0.224,0.107,0.679,,,,,
2026-05-02,Castellon,Cordoba,Spain/Segunda_Division,8.51,3.33,8.54,0.501,0.383,,4.67,2.342,4.77,0.528,0.361,0.217,3.34,2.151,3.77,0.47,0.295,0.158,0.619,,,,,
2026-05-02,Cultural Leonesa,Cadiz,Spain/Segunda_Division,8.69,3.33,8.54,0.523,0.404,,4.35,2.342,4.77,0.474,0.311,0.179,3.65,2.151,3.77,0.528,0.346,0.195,0.64,,,,,
2026-05-02,Eibar,Málaga CF,Spain/Segunda_Division,7.42,3.33,8.54,0.372,0.266,,5.1,2.342,4.77,0.602,0.433,0.276,2.88,2.151,3.77,0.387,0.226,0.112,0.49,,,,,
2026-05-03,Dender,RAAL La Louvière,Belgium/First_Division_A,9.16,3.11,8.85,0.584,0.457,0.333,4.71,2.264,4.79,0.538,0.364,0.215,4.63,2.261,4.06,0.691,0.522,0.35,,,,,,
2026-05-03,Mechelen,Gent,Belgium/First_Division_A,9.22,3.11,8.85,0.591,0.464,0.34,4.71,2.264,4.79,0.537,0.363,0.214,4.19,2.261,4.06,0.62,0.446,0.282,,,,,,
2026-05-03,RSC Anderlecht,Club Brugge,Belgium/First_Division_A,9.25,3.11,8.85,0.595,0.468,0.344,3.78,2.264,4.79,0.375,0.223,0.115,5.11,2.261,4.06,0.762,0.607,0.432,,,,,,
2026-05-03,Royal Antwerp FC,Standard Liège,Belgium/First_Division_A,9.2,3.11,8.85,0.589,0.462,0.338,4.01,2.264,4.79,0.414,0.255,0.135,4.48,2.261,4.06,0.667,0.496,0.325,,,,,,
2026-05-03,Aston Villa,Tottenham,England/Premier_League,8.71,2.876,8.33,0.53,0.392,,5.82,2.071,4.43,0.738,0.562,,3.44,2.047,3.9,0.488,0.302,0.157,0.664,0.869,,,,
2026-05-03,Bournemouth,Crystal Palace,England/Premier_League,8.3,2.876,8.33,0.472,0.338,,4.29,2.071,4.43,0.459,0.279,,3.48,2.047,3.9,0.496,0.309,0.162,0.609,0.648,,,,
2026-05-03,Man United,Liverpool,England/Premier_League,11.12,2.876,8.33,0.819,0.714,,5.94,2.071,4.43,0.757,0.584,,4.0,2.047,3.9,0.597,0.404,0.233,0.896,0.881,,,,
2026-05-03,Auxerre,Angers,France/Ligue_1,8.27,3.15,8.49,0.471,0.348,,4.48,2.307,4.68,0.496,0.329,,3.26,2.198,3.81,0.456,0.286,0.154,0.597,0.664,,,,
2026-05-03,Lille,Le Havre,France/Ligue_1,8.79,3.15,8.49,0.536,0.41,,5.94,2.307,4.68,0.733,0.575,,3.24,2.198,3.81,0.453,0.283,0.152,0.658,0.855,,,,
2026-05-03,Lyon,Rennes,France/Ligue_1,8.23,3.15,8.49,0.466,0.344,,4.52,2.307,4.68,0.503,0.335,,3.54,2.198,3.81,0.506,0.33,0.186,0.592,0.671,,,,
2026-05-03,Paris FC,Brest,France/Ligue_1,8.02,3.15,8.49,0.44,0.32,,4.64,2.307,4.68,0.523,0.354,,3.72,2.198,3.81,0.54,0.362,0.209,0.566,0.689,,,,
2026-05-03,Strasbourg,Toulouse,France/Ligue_1,8.45,3.15,8.49,0.493,0.369,,5.02,2.307,4.68,0.588,0.417,,3.58,2.198,3.81,0.515,0.338,0.192,0.618,0.744,,,,
2026-05-03,Freiburg,Wolfsburg,Germany/Bundesliga_1,10.12,3.167,9.35,0.695,0.577,0.452,5.77,2.411,5.25,0.701,0.545,0.382,3.65,2.156,4.1,0.527,0.346,0.195,,,,,,
2026-05-03,M'gladbach,Dortmund,Germany/Bundesliga_1,10.01,3.167,9.35,0.683,0.564,0.439,4.28,2.411,5.25,0.463,0.306,0.178,5.53,2.156,4.1,0.827,0.683,0.505,,,,,,
2026-05-03,St Pauli,Mainz,Germany/Bundesliga_1,8.92,3.167,9.35,0.552,0.427,0.308,4.79,2.411,5.25,0.549,0.385,0.24,4.7,2.156,4.1,0.711,0.536,0.355,,,,,,
2026-05-03,Elversberg,Paderborn,Germany/Bundesliga_2,8.84,3.142,9.13,0.543,0.417,0.299,4.34,2.39,4.97,0.474,0.314,0.183,4.46,2.328,4.15,0.66,0.493,0.327,,,,,,
2026-05-03,Greuther Furth,Nurnberg,Germany/Bundesliga_2,8.8,3.142,9.13,0.538,0.412,0.294,4.44,2.39,4.97,0.491,0.329,0.195,4.4,2.328,4.15,0.651,0.483,0.318,,,,,,
2026-05-03,Hannover,Preußen Münster,Germany/Bundesliga_2,10.61,3.142,9.13,0.749,0.638,0.514,5.7,2.39,4.97,0.693,0.534,0.37,4.3,2.328,4.15,0.635,0.466,0.304,,,,,,
2026-05-03,Karlsruhe,Darmstadt,Germany/Bundesliga_2,9.02,3.142,9.13,0.566,0.439,0.319,4.86,2.39,4.97,0.559,0.394,0.246,4.4,2.328,4.15,0.651,0.483,0.319,,,,,,
2026-05-03,Magdeburg,Hertha,Germany/Bundesliga_2,10.03,3.142,9.13,0.687,0.567,0.441,4.82,2.39,4.97,0.553,0.387,0.241,4.68,2.328,4.15,0.695,0.532,0.363,,,,,,
2026-05-03,Levadeiakos,Volos NFC,Greece/Super_League,8.1,2.833,7.79,0.444,0.311,,4.29,2.446,4.19,0.466,0.311,,3.26,1.962,3.6,0.451,0.263,,0.584,0.627,0.65,,,
2026-05-03,OFI Crete,Aris,Greece/Super_League,7.91,2.833,7.79,0.417,0.287,,4.32,2.446,4.19,0.471,0.315,,3.74,1.962,3.6,0.55,0.35,,0.557,0.631,0.737,,,
2026-05-03,PAOK,Olympiakos,Greece/Super_League,8.27,2.833,7.79,0.468,0.332,,4.44,2.446,4.19,0.489,0.332,,3.92,1.962,3.6,0.585,0.384,,0.607,0.649,0.766,,,
2026-05-03,Panathinaikos,AEK,Greece/Super_League,8.35,2.833,7.79,0.479,0.342,,4.42,2.446,4.19,0.488,0.33,,3.98,1.962,3.6,0.597,0.396,,0.618,0.647,0.775,,,
2026-05-03,Atalanta,Genoa,Italy/Serie_A,8.6,2.825,8.07,0.514,0.375,,5.36,2.262,4.43,0.648,0.475,,3.16,1.933,3.64,0.431,0.245,,0.652,0.794,0.634,,,
2026-05-03,Bologna,Cagliari,Italy/Serie_A,8.08,2.825,8.07,0.441,0.307,,4.58,2.262,4.43,0.514,0.342,,3.26,1.933,3.64,0.451,0.261,,0.581,0.684,0.654,,,
2026-05-03,Como,Napoli,Italy/Serie_A,9.44,2.825,8.07,0.631,0.492,,4.79,2.262,4.43,0.55,0.376,,4.41,1.933,3.64,0.682,0.482,,0.754,0.715,0.839,,,
2026-05-03,Cremonese,Lazio,Italy/Serie_A,8.64,2.825,8.07,0.52,0.381,,3.62,2.262,4.43,0.349,0.203,,4.79,1.933,3.64,0.748,0.56,,0.657,0.521,0.882,,,
2026-05-03,Inter,Parma,Italy/Serie_A,9.73,2.825,8.07,0.669,0.533,,6.8,2.262,4.43,0.845,0.717,,3.11,1.933,3.64,0.419,0.235,,0.785,0.928,0.623,,,
2026-05-03,Juventus,Verona,Italy/Serie_A,10.68,2.825,8.07,0.78,0.662,,8.19,2.262,4.43,0.949,0.883,,3.11,1.933,3.64,0.419,0.235,,0.87,0.981,0.623,,,
2026-05-03,Pisa,Lecce,Italy/Serie_A,8.39,2.825,8.07,0.484,0.347,,4.3,2.262,4.43,0.464,0.297,,4.04,1.933,3.64,0.61,0.406,,0.623,0.638,0.787,,,
2026-05-03,Roma,Fiorentina,Italy/Serie_A,7.99,2.825,8.07,0.429,0.297,,4.3,2.262,4.43,0.465,0.298,,3.35,1.933,3.64,0.468,0.275,,0.569,0.638,0.669,,,
2026-05-03,Sassuolo,Milan,Italy/Serie_A,7.96,2.825,8.07,0.424,0.292,,2.91,2.262,4.43,0.241,0.126,,4.4,1.933,3.64,0.678,0.478,,0.564,0.397,0.837,,,
2026-05-03,Udinese,Torino,Italy/Serie_A,8.31,2.825,8.07,0.473,0.337,,5.24,2.262,4.43,0.629,0.455,,3.6,1.933,3.64,0.52,0.32,,0.613,0.78,0.715,,,
2026-05-03,AZ,Twente,Netherlands/Eredivisie,9.77,3.294,10.44,,0.533,0.413,4.86,2.471,5.59,0.557,0.397,0.253,5.08,2.628,4.85,,0.587,0.437,,,,,0.3,0.295
2026-05-03,For Sittard,Feyenoord,Netherlands/Eredivisie,9.72,3.294,10.44,,0.527,0.407,4.35,2.471,5.59,0.476,0.321,0.192,5.45,2.628,4.85,,0.641,0.492,,,,,0.295,0.344
2026-05-03,Fortuna Sittard,Feyenoord,Netherlands/Eredivisie,9.77,3.294,10.44,,0.533,0.413,4.81,2.471,5.59,0.551,0.391,0.248,6.08,2.628,4.85,,0.726,0.587,,,,,0.3,0.436
2026-05-03,Sparta,Go Ahead,Netherlands/Eredivisie,9.77,3.294,10.44,,0.533,0.413,4.74,2.471,5.59,0.538,0.379,0.238,4.76,2.628,4.85,,0.539,0.389,,,,,0.3,0.253
2026-05-03,Sparta Rotterdam,Go Ahead,Netherlands/Eredivisie,9.68,3.294,10.44,,0.522,0.402,5.6,2.471,5.59,0.671,0.515,0.357,3.84,2.628,4.85,,0.4,0.263,,,,,0.291,0.155
2026-05-03,Volendam,Heerenveen,Netherlands/Eredivisie,9.72,3.294,10.44,,0.527,0.407,4.96,2.471,5.59,0.574,0.413,0.266,5.21,2.628,4.85,,0.606,0.456,,,,,0.295,0.312
2026-05-03,Zwolle,Heracles,Netherlands/Eredivisie,9.7,3.294,10.44,,0.525,0.405,5.93,2.471,5.59,0.719,0.57,0.41,3.74,2.628,4.85,,0.386,0.251,,,,,0.293,0.147
2026-05-03,Hibernian,Celtic,Scotland/Premiership,9.74,3.102,8.75,0.655,0.53,0.403,3.79,2.254,4.94,0.376,0.224,0.115,4.99,2.248,3.81,0.747,0.587,0.411,,,,,,
2026-05-03,Betis,Oviedo,Spain/La_Liga,8.35,2.833,8.7,0.479,0.342,,4.97,2.082,4.88,0.59,0.4,0.232,3.48,2.061,3.83,0.497,0.311,0.164,0.618,,,,,
2026-05-03,Celta,Elche,Spain/La_Liga,8.73,2.833,8.7,0.532,0.392,,5.47,2.082,4.88,0.679,0.494,0.31,3.28,2.061,3.83,0.457,0.277,0.141,0.667,,,,,
2026-05-03,Espanol,Real Madrid,Spain/La_Liga,9.21,2.833,8.7,0.599,0.459,,3.67,2.082,4.88,0.345,0.19,0.087,5.67,2.061,3.83,0.854,0.715,0.534,0.727,,,,,
2026-05-03,Getafe,Vallecano,Spain/La_Liga,7.78,2.833,8.7,0.4,0.272,,4.58,2.082,4.88,0.516,0.33,0.179,3.21,2.061,3.83,0.443,0.265,0.133,0.54,,,,,
2026-05-03,Las Palmas,Valladolid,Spain/Segunda_Division,8.26,3.33,8.54,0.471,0.355,,4.87,2.342,4.77,0.563,0.394,0.243,3.19,2.151,3.77,0.442,0.271,0.141,0.59,,,,,
2026-05-03,Racing Santander,Huesca,Spain/Segunda_Division,7.64,3.33,8.54,0.398,0.288,,5.25,2.342,4.77,0.626,0.458,0.297,3.05,2.151,3.77,0.417,0.25,0.127,0.517,,,,,
2026-05-03,Real Sociedad B U21,Burgos,Spain/Segunda_Division,6.97,3.33,8.54,0.323,0.224,,4.74,2.342,4.77,0.541,0.373,0.226,2.92,2.151,3.77,0.394,0.231,0.115,0.437,,,,,
2026-05-03,Sp Gijon,Ceuta,Spain/Segunda_Division,7.74,3.33,8.54,0.41,0.298,,5.03,2.342,4.77,0.589,0.42,0.265,2.79,2.151,3.77,0.371,0.213,0.104,0.529,,,,,
